x_initial,y_initial,u_deplacement,v_deplacement,magnitude,direction
1074.0629,1031.3201,-0.19677734,1.0313721,1.049976,1.7593224
1106.667,722.5414,3.7175293,1.8146362,4.1367774,0.4541063
960.7496,718.383,0.35620117,0.69537354,0.78129613,1.0974013
1082.0806,974.1383,-0.1665039,1.0025635,1.0162958,1.7353723
1113.1251,1026.3188,-0.15734863,1.032959,1.0448745,1.7219623
930.2954,426.42596,21.386719,13.300476,25.185202,0.55636954
988.7598,714.94415,-0.011291504,0.66204834,0.6621446,1.5878501
970.33234,716.3429,0.44604492,0.7374878,0.8618842,1.0268427
1042.077,981.0695,-0.16394043,1.0223389,1.0354,1.7298008
1086.0846,1027.3217,-0.18041992,1.026001,1.0417434,1.7448643
1078.7747,423.96384,29.107056,-6.5559998,29.83625,-0.22154047
1121.1047,1017.3233,-0.16003418,1.0548706,1.0669409,1.7213581
1094.0798,1048.3435,-0.18676758,1.0413818,1.0579973,1.7482556
1071.0791,1040.3071,-0.20349121,1.0285645,1.0485005,1.7661141
919.7872,516.4748,19.039429,6.647644,20.166582,0.33591866
1129.5144,725.42676,3.8936768,2.2364502,4.490259,0.52136827
970.3476,696.1635,0.517395,0.4920044,0.71397895,0.76024926
1075.0691,979.1207,-0.16430664,1.0101929,1.0234678,1.7320331
991.38025,429.43713,25.129395,9.147369,26.74249,0.3491016
1050.0573,965.0854,-0.16723633,0.9830322,0.99715614,1.739306
1086.0612,1048.3406,-0.19091797,1.0264893,1.0440929,1.7546864
903.85486,568.78656,12.059753,2.7424316,12.367642,0.22360107
1056.025,1057.3286,-0.18395996,1.0217285,1.0381572,1.7489356
1036.2466,382.4125,35.286255,-11.59613,37.142834,-0.31751183
1010.6402,462.22665,21.572937,1.9846191,21.664032,0.09173756
1038.0725,965.0702,-0.16906738,1.0112305,1.0252662,1.7364539
1045.0244,1057.3175,-0.18786621,1.0205078,1.037656,1.752849
1034.4282,393.5043,32.791138,-9.075409,34.02384,-0.27000552
946.45715,447.4574,24.954834,12.085693,27.72738,0.4510111
927.9319,274.58295,16.55188,11.086609,19.921787,0.5901754
1030.6255,455.55392,24.27539,-4.3735046,24.666216,-0.17824993
993.7737,427.2674,24.900146,8.569763,26.333593,0.33146733
1041.0503,1028.2804,-0.1953125,1.0369873,1.0552201,1.7569615
1102.096,1041.3519,-0.18457031,1.0445557,1.0607369,1.7456886
1086.0398,1055.3563,-0.18237305,1.013916,1.0301871,1.7487633
933.26843,416.7268,29.10028,14.8966675,32.691544,0.4731286
929.3504,287.80524,22.148926,11.2430725,24.839113,0.46971908
1054.1403,394.22256,34.12671,-10.682159,35.759487,-0.30335364
1174.4255,767.48444,4.909668,0.44006348,4.9293504,0.08939315
940.83673,513.90076,15.359009,4.2911377,15.947195,0.272442
1006.46906,361.55612,38.133118,-3.145813,38.262653,-0.08230918
1082.7424,366.39807,34.305176,-8.310516,35.297447,-0.23767376
1002.34753,336.3862,32.26355,18.090332,36.989143,0.51102483
1007.8189,418.13705,28.032532,-4.75589,28.433102,-0.16805589
985.0625,539.9554,13.130981,4.367981,13.838422,0.3211327
819.8968,286.17346,5.239624,26.234863,26.752975,1.3736701
1055.891,984.0911,0.74658203,-1.723938,1.8786557,-1.1621121
1050.8688,1020.31274,0.75671387,-1.6962891,1.8574209,-1.1511908
1063.9403,974.0854,0.75354004,-1.7196655,1.8775176,-1.157807
1082.9171,982.1673,0.7404785,-1.736206,1.8875169,-1.1676624
1077.9094,1017.30786,0.7766113,-1.6763306,1.8474872,-1.1369534
1057.831,1033.3297,0.7767334,-1.7113037,1.8793284,-1.1447171
1132.9663,965.2086,0.76171875,-1.7405396,1.8999193,-1.1582737
1064.8961,1021.32764,0.76171875,-1.6990356,1.8619714,-1.1493369
1064.8922,1032.3579,0.77697754,-1.7084961,1.8768733,-1.1439804
1125.9795,975.29083,0.76831055,-1.7487793,1.9101126,-1.1568416
1072.8978,973.1194,0.7330322,-1.7382812,1.8865201,-1.1717246
1104.9636,1017.35046,0.77038574,-1.6757202,1.8443244,-1.1398771
1108.9385,977.2866,0.7540283,-1.7612915,1.9159088,-1.1662936
921.2161,706.2307,-4.1087646,-1.9145508,4.5329294,-2.7055397
949.8716,704.5297,0.04937744,-2.5511475,2.5516253,-1.5514437
1058.8252,1043.3333,0.7935791,-1.7209473,1.8951062,-1.138726
1090.9315,975.1908,0.7454834,-1.7606812,1.912,-1.1702764
1089.8942,1019.3342,0.7694092,-1.6807251,1.8484663,-1.1414881
1063.8195,1058.3354,0.81347656,-1.7150879,1.8982283,-1.1279143
1086.917,1035.341,0.7972412,-1.6795654,1.8591754,-1.1276164
1108.949,1040.3778,0.8074951,-1.6806641,1.8645858,-1.122901
1053.8397,1048.3569,0.7944336,-1.7319336,1.9054445,-1.1407331
1098.912,974.23724,0.7451172,-1.760376,1.9115762,-1.1703905
1048.8656,1034.348,0.79541016,-1.7149658,1.8904457,-1.1365215
1117.9856,968.25726,0.7786865,-1.7390137,1.9053926,-1.1497945
1101.9128,1029.3436,0.7838135,-1.6837158,1.8572191,-1.1351062
1076.8745,1050.3517,0.81311035,-1.7005615,1.8849558,-1.1247873
1049.9044,979.0669,0.7446289,-1.7219849,1.8760874,-1.1626537
1073.8661,1032.3514,0.7817383,-1.6844482,1.8570085,-1.1362858
1110.3845,724.356,-1.7746582,-2.4956055,3.0622637,-2.188942
961.1058,719.07837,0.16143799,-2.1847534,2.1907098,-1.4970374
1081.9141,975.14087,0.74768066,-1.7407227,1.8945031,-1.1651008
1112.9678,1027.3518,0.78356934,-1.6540527,1.8302653,-1.1283872
951.6821,439.72644,-31.173218,-0.94573975,31.187561,-3.1112638
988.74854,715.6062,-0.036499023,-1.3968506,1.3973273,-1.5969199
970.7784,717.0804,0.074645996,-1.8996582,1.9011242,-1.5315222
1041.9131,982.09186,0.7529297,-1.7229004,1.8802364,-1.1587948
1085.9042,1028.3477,0.78564453,-1.6772461,1.8521317,-1.1327357
1107.8817,417.40784,-20.656738,0.80584717,20.672451,3.102601
1120.9447,1018.3782,0.7709961,-1.6833496,1.8515131,-1.1412988
1093.8931,1049.3849,0.8244629,-1.7027588,1.891858,-1.1198746
1070.8756,1041.3357,0.81555176,-1.6976318,1.883369,-1.1229467
938.8266,523.12244,-19.006348,-6.3771973,20.04769,-2.8178666
1133.4081,727.6632,-1.7836914,-2.479004,3.054016,-2.1945028
970.865,696.6555,0.04559326,-1.8175049,1.8180766,-1.5457159
1074.9048,980.1309,0.7406006,-1.7468872,1.8973941,-1.1698116
1016.50964,438.5845,-16.245972,-3.8539429,16.69684,-2.9086735
1049.89,966.0684,0.756958,-1.720581,1.8797299,-1.156337
1085.8702,1049.3671,0.82336426,-1.6988525,1.8878635,-1.1194966
915.9146,571.529,-6.0429077,-2.9710083,6.7337675,-2.6846457
1055.8411,1058.3503,0.8125,-1.7265625,1.9081861,-1.1309538
1071.5328,370.81638,-25.990356,7.5433044,27.062891,2.8591187
1032.2131,464.21127,-13.654419,-1.2970886,13.715888,-3.0468829
1037.9034,966.0814,0.76330566,-1.7279663,1.8890481,-1.1548356
1044.8365,1058.338,0.8128662,-1.7329102,1.914087,-1.1321927
1067.2194,384.4289,-24.36023,6.043701,25.098747,2.8984058
971.412,459.5431,-52.648987,-2.3810425,52.7028,-3.0963986
944.48376,285.66956,-49.236877,0.8718872,49.244595,3.1238866
1054.9009,451.18042,-17.12378,1.5792847,17.196451,3.0496252
1018.6738,435.83716,-14.035278,-6.6058655,15.51214,-2.70169
1040.855,1029.3174,0.76831055,-1.6984863,1.8641772,-1.1459898
1101.9114,1042.3965,0.79992676,-1.6922607,1.8717984,-1.1292286
1085.8574,1056.3702,0.8170166,-1.6904297,1.8775166,-1.1205825
962.3687,431.62347,-24.940796,-7.59494,26.071562,-2.8459954
951.4993,299.0483,-38.19214,-5.7716675,38.62579,-2.9916058
1088.267,383.5404,-25.55774,6.0509644,26.264277,2.9091167
1179.3352,767.9245,-2.9085693,-1.6776733,3.3577318,-2.618404
956.19574,518.1919,-8.111145,-4.244812,9.154731,-2.659455
1044.6022,358.4103,-26.854431,10.561371,28.856594,2.7668908
1117.0476,358.08755,-26.079102,2.5507202,26.203545,3.0440958
1034.6111,354.47653,-34.491394,8.251373,35.46465,2.906776
1035.8514,413.38116,-21.009338,3.5451965,21.306355,2.9744236
998.1935,544.32336,-4.892029,-1.3931885,5.086543,-2.86415
825.1364,312.40833,-30.58545,23.40802,38.515,2.488351
1056.6376,982.3672,0.1928711,-0.7852173,0.8085576,-1.329937
1051.6255,1018.61646,0.20263672,-0.86608887,0.88947827,-1.340963
1064.6938,972.3657,0.2043457,-0.80249023,0.8280989,-1.3214558
1083.6576,980.4311,0.20935059,-0.791626,0.8188402,-1.3122586
1078.686,1015.63153,0.1887207,-0.8865967,0.9064597,-1.3610668
1058.6078,1031.6184,0.20019531,-0.8835449,0.90594137,-1.3479767
1133.728,963.4681,0.23510742,-0.8586426,0.8902486,-1.303534
1065.6578,1019.6286,0.19580078,-0.8779907,0.8995586,-1.3513768
1065.6692,1030.6494,0.18969727,-0.87768555,0.89795154,-1.357937
1126.7478,973.54205,0.21936035,-0.8554077,0.88308626,-1.3197662
1073.6309,971.3811,0.20275879,-0.802124,0.82735366,-1.3232054
1105.734,1015.67474,0.19165039,-0.8984375,0.9186511,-1.3606311
1109.6925,975.5253,0.21057129,-0.84228516,0.86820763,-1.3258177
917.10736,704.31616,2.9109497,-0.49621582,2.9529407,-0.16884232
949.92096,701.9786,0.8581543,-0.16790771,0.87442654,-0.19322042
1059.6188,1041.6123,0.19189453,-0.88171387,0.90235406,-1.3565
1091.677,973.4301,0.20471191,-0.80096436,0.8267109,-1.3205712
1090.6636,1017.6535,0.18981934,-0.8880005,0.9080618,-1.3602053
1064.6329,1056.6204,0.1730957,-0.87683105,0.89375323,-1.3758918
1087.7142,1033.6614,0.18469238,-0.9099121,0.92846715,-1.3705387
1109.7565,1038.6971,0.16833496,-0.8988037,0.9144314,-1.3856534
1054.6342,1046.625,0.18652344,-0.8729248,0.8926302,-1.3602856
1099.6571,972.47687,0.21472168,-0.8187866,0.8464732,-1.3143277
1049.661,1032.633,0.18920898,-0.86865234,0.8890202,-1.3563273
1118.7643,966.51825,0.21911621,-0.84521484,0.87315524,-1.3171372
1102.6967,1027.6599,0.17736816,-0.9177246,0.9347074,-1.3798807
1077.6876,1048.6511,0.17626953,-0.89123535,0.90849954,-1.3755352
1050.649,977.3449,0.1953125,-0.7937622,0.81743836,-1.3295301
1074.6478,1030.667,0.18518066,-0.8937988,0.91278046,-1.3665029
1108.6099,721.8604,2.1556396,-0.782959,2.293427,-0.34839812
961.2672,716.8936,0.8460083,-0.47265625,0.96908927,-0.5094904
1082.6617,973.40015,0.19897461,-0.796875,0.8213408,-1.3261061
1113.7513,1025.6978,0.18554688,-0.92407227,0.9425164,-1.3726388
920.5089,438.7807,3.1879272,-18.746307,19.015438,-1.4023515
988.71204,714.20935,1.1359863,-1.2405396,1.682083,-0.82936394
970.853,715.1807,1.0897217,-0.92889404,1.4319,-0.7058939
1042.666,980.36896,0.19567871,-0.7926636,0.81645924,-1.328773
1086.6898,1026.6704,0.18005371,-0.91064453,0.9282741,-1.375593
1087.225,418.21368,16.564941,-5.5470886,17.469044,-0.3231322
1121.7157,1016.6948,0.19372559,-0.89642334,0.9171174,-1.35796
1094.7175,1047.6821,0.16125488,-0.90771484,0.921927,-1.3949813
1071.6912,1039.6381,0.17871094,-0.8942871,0.91196877,-1.3735583
919.82025,516.74524,6.0529175,-4.903534,7.7898946,-0.6808757
1131.6244,725.1842,2.0598145,-0.37329102,2.0933661,-0.17927977
970.9106,694.838,1.1179199,-0.98358154,1.489019,-0.72156006
1075.6454,978.38403,0.19848633,-0.7976074,0.8219333,-1.3268983
1000.2637,434.73056,8.472961,-3.9317627,9.340762,-0.4344651
1050.647,964.34784,0.20654297,-0.7975464,0.82385695,-1.3173904
1086.6936,1047.6682,0.16455078,-0.9033203,0.9181855,-1.3906099
909.8717,568.558,3.2785645,-4.777954,5.794638,-0.9694019
1056.6536,1056.6238,0.16552734,-0.8753662,0.8908789,-1.383908
1045.5425,378.35968,19.98059,-10.507019,22.574797,-0.48412195
1018.5587,462.91418,10.280518,-3.4532776,10.845007,-0.3240633
1038.6667,964.35345,0.2084961,-0.80688477,0.83338684,-1.3179309
1045.6494,1056.6051,0.1743164,-0.8625488,0.87998676,-1.3713876
1042.8591,390.4726,18.478638,-8.18634,20.210794,-0.41703123
918.763,457.16205,2.7451782,-6.055847,6.649007,-1.1451929
895.2469,286.54144,6.600708,-8.756836,10.965925,-0.9248818
1037.7771,452.7597,12.524292,-4.1963196,13.208595,-0.32329875
1004.63855,429.2313,12.305664,-4.4617615,13.089564,-0.3478358
1041.6233,1027.6189,0.19799805,-0.8852539,0.90712607,-1.3507553
1102.7113,1040.7042,0.17370605,-0.9124756,0.92886245,-1.3826793
1086.6744,1054.6798,0.16699219,-0.91137695,0.9265497,-1.389576
937.4279,424.02853,2.6833496,-13.101257,13.373231,-1.3687742
913.3072,293.27664,3.937683,-19.13507,19.536026,-1.3678459
1062.7092,389.59137,19.149902,-9.332245,21.302807,-0.4534571
1176.4266,766.2468,2.7388916,-1.3338623,3.0464268,-0.45320016
948.0846,513.9471,5.973755,-2.6973572,6.554501,-0.4241294
1017.74774,368.97168,18.149963,-12.113953,21.821297,-0.58853555
1090.9685,360.63828,20.855225,-7.252075,22.080149,-0.33465487
1000.1197,362.7279,16.144531,-12.891541,20.660051,-0.6738306
1014.8421,416.92636,14.087097,-4.7458496,14.865039,-0.32495114
993.30145,542.9302,4.4541626,-3.43573,5.625283,-0.6570273
794.55096,335.81635,-22.742432,-73.11023,76.56581,-1.8723783
1056.8304,981.582,1.0449219,-2.6885376,2.8844576,-1.2001055
1051.8281,1017.75037,1.0690918,-2.8463745,3.040527,-1.2115017
1064.8982,971.56323,1.0249023,-2.670166,2.860107,-1.2043028
1083.867,979.63947,0.9752197,-2.6932983,2.8644214,-1.2233907
1078.8748,1014.74493,1.0150146,-2.8309937,3.007454,-1.2265369
1058.808,1030.7349,1.0601807,-2.8520508,3.0427253,-1.2148993
1133.9631,962.60944,0.8905029,-2.6201172,2.7673109,-1.2431731
1065.8536,1018.7506,1.0474854,-2.838562,3.0256667,-1.217279
1065.8589,1029.7717,1.053833,-2.8486328,3.0373135,-1.2164662
1126.9672,972.68665,0.904541,-2.6452026,2.7955842,-1.2413062
1073.8336,970.579,1.0026855,-2.661255,2.8438804,-1.2104733
1105.9257,1014.7763,0.9334717,-2.803833,2.9551394,-1.2494116
1109.9031,974.68304,0.9145508,-2.6536865,2.8068585,-1.2389098
920.0183,703.81995,1.8189697,-2.0838623,2.7660682,-0.8531661
950.7791,701.81067,1.3526001,-1.973938,2.3928974,-0.97005254
1059.8107,1040.7306,1.0682373,-2.8709717,3.0632677,-1.2145863
1091.8817,972.62915,0.95617676,-2.678711,2.8442514,-1.2279398
1090.8534,1016.7655,0.95617676,-2.8137207,2.97175,-1.2432134
1064.806,1055.7435,1.0526123,-2.8858643,3.0718405,-1.2210442
1087.8989,1032.7515,0.9716797,-2.829834,2.9920096,-1.2400403
1109.9248,1037.7983,0.9361572,-2.8271484,2.9781132,-1.2510289
1054.8207,1045.7521,1.0723877,-2.8780518,3.071351,-1.2141236
1099.8718,971.6581,0.9406738,-2.6670532,2.8280807,-1.2317168
1049.8502,1031.7644,1.0738525,-2.8552246,3.0504863,-1.2110609
1118.9834,965.67303,0.90893555,-2.6681519,2.8187227,-1.2424654
1102.874,1026.7422,0.95092773,-2.8027344,2.9596593,-1.2436982
1077.8639,1047.7599,1.0206299,-2.857666,3.0344589,-1.2277615
1050.8444,976.55115,1.0477295,-2.6693115,2.8675706,-1.1967641
1074.833,1029.7732,1.0229492,-2.8397217,3.0183513,-1.2250383
1110.7655,721.07745,0.88500977,-1.482666,1.7267139,-1.0326562
962.1132,716.42096,1.3068848,-1.8818359,2.291125,-0.9637892
1082.8607,972.6033,0.98376465,-2.6793213,2.854217,-1.2189085
1113.9369,1024.7737,0.92822266,-2.7921753,2.9424207,-1.2498527
923.69684,420.0344,22.692688,9.023102,24.420778,0.3784543
989.848,712.9688,1.0620728,-1.5218506,1.8558092,-0.96149296
971.94275,714.25183,1.1920166,-1.7644043,2.1293254,-0.9766404
1042.8617,979.5763,1.0516357,-2.6728516,2.8722942,-1.1959485
1086.8699,1025.7598,0.97351074,-2.8125,2.976219,-1.237567
1103.7899,412.6666,-0.119140625,1.8328247,1.8366929,1.6357088
1121.9094,1015.7984,0.9086914,-2.7905884,2.934809,-1.2559973
1094.8788,1046.7744,0.96313477,-2.8493652,3.0077417,-1.2448361
1071.8699,1038.7438,1.0380859,-2.8538818,3.036818,-1.2219292
925.87317,511.8417,3.1314697,-1.5072021,3.4753072,-0.44858268
1133.6842,724.8109,0.9859619,-1.8225098,2.0721154,-1.0748959
972.0285,693.85443,1.154419,-1.6105957,1.9815906,-0.94890696
1075.8439,977.5864,1.0023193,-2.664917,2.8471787,-1.2110472
1008.73663,430.7988,1.1896973,0.09753418,1.1936886,0.08179942
1050.8535,963.5503,1.0457764,-2.6742554,2.8714612,-1.1980263
1086.8582,1046.7649,0.9873047,-2.8457031,3.0121083,-1.236845
913.15027,563.78,2.7990112,-2.764038,3.9337478,-0.77911156
1056.8191,1055.7484,1.0733643,-2.8990479,3.0913734,-1.216199
1065.5231,367.85266,-1.2867432,2.9074402,3.1794522,1.9874536
1028.8392,459.4609,1.309082,-0.2437439,1.3315805,-0.1840865
1038.8752,963.5466,1.0444336,-2.659912,2.8576167,-1.196636
1045.8237,1055.7426,1.0915527,-2.9040527,3.1024199,-1.2112612
1061.3378,382.28625,-0.7591553,1.4898682,1.6721315,2.042051
921.5082,451.1062,31.376648,8.470276,32.49984,0.26366967
901.8476,277.7846,-6.9870605,20.848602,21.988253,1.894166
1050.3014,448.5634,0.6843262,0.4180603,0.80192065,0.5484015
1016.9442,424.76953,0.82769775,0.1722107,0.84542304,0.20513329
1041.8213,1026.7336,1.0917969,-2.8621826,3.0633495,-1.2063776
1102.885,1039.7917,0.9560547,-2.833252,2.9902103,-1.2453537
1086.8414,1053.7684,0.9830322,-2.8399658,3.0052884,-1.2375624
940.11127,410.92728,14.102173,-0.13320923,14.102802,-0.009445727
917.2449,274.14157,3.5621338,4.3251038,5.6031528,0.88183284
1081.8591,380.25912,-1.1158447,2.604248,2.8332343,1.9756032
1179.1655,764.91296,1.3205566,-1.7567139,2.1977062,-0.92619544
954.05835,511.24973,2.8685913,-1.4554749,3.21671,-0.46953666
1035.8977,356.85773,-1.5267334,3.8287964,4.121965,1.9502249
1111.8237,353.3862,-1.7026367,2.4746704,3.0038252,2.1734405
1016.2642,349.83636,1.0322876,1.8127136,2.0860364,1.0531273
1028.9292,412.1805,0.32373047,0.19662476,0.37876472,0.5458223
997.7556,539.49445,2.1587524,-0.64123535,2.2519758,-0.2887388
771.80853,262.70612,8.292908,-3.4675903,8.9886875,-0.3960452
1057.8754,978.89343,0.6685791,-1.196167,1.3703333,-1.0611194
1052.8972,1014.904,0.66174316,-1.029541,1.2238704,-0.99953073
1065.9231,968.89307,0.69091797,-1.1905518,1.3765105,-1.0449624
1084.8422,976.94617,0.7816162,-1.189331,1.4231768,-0.9893834
1079.8898,1011.91394,0.7525635,-1.029419,1.2751687,-0.93952966
1059.8682,1027.8828,0.651001,-1.0090332,1.2008123,-0.9978219
1134.8536,959.9893,0.8781738,-1.2154541,1.4995059,-0.9451243
1066.9011,1015.91205,0.70422363,-1.0369873,1.2535045,-0.97423166
1066.9127,1026.9231,0.68859863,-1.0144043,1.226044,-0.9744265
1127.8717,970.04144,0.899292,-1.2062378,1.5045717,-0.9301592
1074.8363,967.9177,0.6940918,-1.2026367,1.3885598,-1.047354
1106.8591,1011.9725,0.85668945,-1.0352173,1.343723,-0.8794835
1110.8176,972.02936,0.85583496,-1.2078247,1.480302,-0.9543382
921.8373,701.7361,-1.4595337,-1.9383545,2.4264083,-2.2161992
952.1317,699.83673,-0.14074707,-2.2565918,2.2609768,-1.6330872
1060.8789,1037.8596,0.64990234,-0.9824219,1.1779329,-0.98635775
1092.8379,969.95044,0.8105469,-1.1795044,1.4311593,-0.96871763
1091.8096,1013.9518,0.7980957,-1.0320435,1.3046342,-0.91253924
1065.8586,1052.8577,0.6401367,-0.9616699,1.155242,-0.9834971
1088.8706,1029.9216,0.76831055,-1.0187988,1.2760298,-0.9246549
1110.861,1034.9712,0.8162842,-1.012207,1.3003396,-0.8921409
1055.8931,1042.874,0.65563965,-0.96643066,1.1678406,-0.9747053
1100.8125,968.991,0.81970215,-1.1878052,1.4431884,-0.96674687
1050.9241,1028.9092,0.6569824,-1.012207,1.2067266,-0.9950827
1119.8923,963.0049,0.883667,-1.1842651,1.4776168,-0.92974883
1103.825,1023.93945,0.8227539,-1.0193481,1.3099598,-0.8917185
1078.8845,1044.9022,0.703125,-0.9881592,1.2127833,-0.95236045
1051.8921,973.88184,0.6600342,-1.1931152,1.3635135,-1.0654978
1075.856,1026.9335,0.70288086,-1.0111084,1.2314146,-0.96332693
1111.6505,719.5948,-0.40759277,-2.3450317,2.3801901,-1.7428883
963.4201,714.5391,-0.043151855,-2.185608,2.186034,-1.5905374
1083.8445,969.92395,0.77197266,-1.187439,1.4163167,-0.9943398
1114.8651,1021.9815,0.85266113,-1.0278931,1.3355131,-0.87831086
946.3895,429.0575,-18.318848,3.6581726,18.680536,2.944491
990.9101,711.44696,-0.20727539,-1.6922607,1.7049074,-1.6926736
973.13477,712.4874,-0.20343018,-1.921875,1.9326115,-1.6762534
1043.9133,976.90344,0.65405273,-1.2073364,1.3731155,-1.074323
1087.8434,1022.94727,0.77575684,-1.0282593,1.2880667,-0.9244616
1103.6708,414.49942,-4.682495,-3.6740112,5.9518166,-2.4762962
1122.8181,1013.0078,0.873291,-1.0356445,1.3546944,-0.87024325
1095.8419,1043.925,0.7817383,-0.9963379,1.2664138,-0.90550923
1072.908,1035.8899,0.69140625,-0.99609375,1.2125367,-0.9640292
929.00464,510.3345,-9.24292,1.2109375,9.321906,3.0113223
1134.6702,722.9884,-0.42053223,-2.3250732,2.3627977,-1.7497302
973.1829,692.24384,-0.27233887,-1.7211304,1.7425436,-1.7277278
1076.8462,974.9215,0.7232666,-1.2017212,1.4025863,-1.0290111
1009.92633,430.89633,-3.6469727,-2.1092834,4.2130136,-2.6172328
1051.8993,960.87604,0.6242676,-1.1949463,1.3481865,-1.0893716
1087.8455,1043.9192,0.7388916,-1.0041504,1.2467072,-0.9364209
915.9493,561.016,-4.1291504,1.4665527,4.381856,2.800319
1057.8925,1052.8494,0.6340332,-0.94970703,1.1419026,-0.98214144
1064.2363,370.7601,-4.6641846,-3.3983154,5.7708893,-2.5119302
1030.1483,459.21716,-4.8205566,-3.0569458,5.708124,-2.576442
1039.9197,960.88666,0.6220703,-1.2034912,1.3547555,-1.0937297
1046.9153,1052.8385,0.6315918,-0.9477539,1.138923,-0.9829721
1060.5786,383.77612,-4.543457,-3.0197754,5.45546,-2.5549927
952.8848,459.57648,-5.154663,-1.5947571,5.3957205,-2.8415513
894.86053,298.6332,-2.8945923,-0.12905884,2.897468,-3.097036
1050.9857,448.98145,-4.51355,-3.2463074,5.559734,-2.518073
1017.7719,424.94174,-3.6102905,-2.1945496,4.224955,-2.5954142
1042.9131,1023.87146,0.64245605,-1.0130005,1.1995498,-1.0056008
1103.8411,1036.9585,0.7906494,-1.0046387,1.2784464,-0.90403336
1087.8245,1050.9285,0.6972656,-0.99890137,1.2181885,-0.96139205
954.21344,410.79407,5.8392944,0.4255066,5.8547773,0.07274095
920.807,278.46667,-0.81915283,-6.3494873,6.402109,-1.6990985
1080.7433,382.86337,-4.683838,-3.6514282,5.9389615,-2.4794273
1180.4861,763.15625,-0.40222168,-1.7060547,1.7528276,-1.8023297
956.92694,509.79425,-7.0214844,-1.1115723,7.1089263,-2.9845855
1034.371,360.68652,-5.4989014,-1.099762,5.6077976,-2.9442003
1110.1211,355.86087,-4.533203,-3.7072144,5.8560543,-2.4560971
1017.2965,351.64908,-2.84552,-3.7589111,4.714488,-2.2187665
1029.2529,412.37714,-4.078491,-2.418579,4.741689,-2.60633
999.91437,538.8532,-5.76062,-2.5615845,6.304479,-2.7231786
780.10144,259.23853,28.325867,55.57556,62.377865,1.0994331
1058.544,977.69727,0.071777344,-0.83203125,0.8351215,-1.4847418
1053.559,1013.87445,0.055908203,-0.9006958,0.90242934,-1.5088036
1066.614,967.7025,0.06384277,-0.8434448,0.8458576,-1.4952475
1085.6238,975.75684,0.0357666,-0.82141113,0.82218945,-1.5272809
1080.6423,1010.8845,0.03503418,-0.8925171,0.8932044,-1.5315633
1060.5192,1026.8738,0.05505371,-0.91015625,0.91181976,-1.5103817
1135.7318,958.77386,-0.00048828125,-0.8114624,0.8114625,-1.571398
1067.6053,1014.87506,0.048461914,-0.9030762,0.90437555,-1.5171846
1067.6013,1025.9087,0.048461914,-0.9152832,0.91656524,-1.5178983
1128.771,968.8352,-0.005126953,-0.84173584,0.84175146,-1.5768871
1075.5304,966.7151,0.06970215,-0.81744385,0.82041013,-1.4857336
1107.7158,1010.93726,0.006591797,-0.9102173,0.9102411,-1.5635544
1111.6735,970.82153,0.008544922,-0.80358887,0.8036343,-1.5601633
920.37775,699.7977,0.4911499,-0.7293701,0.879323,-0.9781541
951.99097,697.58014,0.52459717,-0.70428467,0.8781908,-0.93058956
1061.5288,1036.8772,0.05078125,-0.9215088,0.92290694,-1.5157454
1093.6484,968.77094,0.029785156,-0.8297119,0.8302463,-1.5349135
1092.6077,1012.91974,0.015991211,-0.8999634,0.9001054,-1.5530294
1066.4988,1051.896,0.052734375,-0.9350586,0.9365444,-1.5144591
1089.6389,1028.9028,0.028076172,-0.8984375,0.8988761,-1.5395565
1111.6772,1033.959,0.014892578,-0.91503906,0.91516024,-1.5545224
1056.5487,1041.9076,0.057006836,-0.94055176,0.9422777,-1.5102603
1101.6322,967.8032,0.01953125,-0.8257446,0.8259756,-1.5471479
1051.581,1027.897,0.05065918,-0.9205322,0.9219251,-1.5158193
1120.776,961.8206,0.011474609,-0.83673096,0.83680964,-1.5570836
1104.6477,1022.9201,0.011352539,-0.90734863,0.9074196,-1.5582852
1079.5876,1043.9141,0.03173828,-0.93322754,0.9337671,-1.5368003
1052.5521,972.6887,0.07849121,-0.8440552,0.8476969,-1.47807
1076.5588,1025.9224,0.04333496,-0.92822266,0.9292337,-1.5241443
1111.2429,717.24976,0.40283203,-0.41467285,0.57812387,-0.7998812
963.37695,712.3535,0.48260498,-0.6203613,0.7859744,-0.909651
1084.6165,968.7365,0.0435791,-0.822876,0.8240291,-1.5178863
1115.7178,1020.9536,0.0024414062,-0.9145508,0.91455406,-1.5681268
928.0707,432.71567,8.110962,-2.492035,8.48516,-0.29808828
990.7028,709.7547,0.1954956,-0.6821289,0.7095903,-1.2916814
972.93134,710.56555,0.3909912,-0.5091553,0.64196044,-0.91592383
1044.5674,975.6961,0.080078125,-0.83221436,0.8360582,-1.4748687
1088.6191,1021.919,0.029174805,-0.9133911,0.9138569,-1.538866
1098.9883,410.8254,2.9051514,-1.7900085,3.4123359,-0.55220985
1123.6914,1011.97217,-0.0026855469,-0.9005127,0.9005167,-1.5737785
1096.6237,1042.9287,0.010253906,-0.91748047,0.91753775,-1.5596206
1073.5994,1034.8938,0.041381836,-0.92456055,0.92548615,-1.5260679
919.7617,511.54544,6.43396,-0.55300903,6.457682,-0.08574086
1134.2496,720.6633,0.08569336,-0.5302124,0.5370927,-1.4105611
972.9106,690.5227,0.3925171,-0.49780273,0.6339379,-0.90310746
1077.5695,973.7198,0.05895996,-0.81359863,0.8157322,-1.4984547
