x_initial,y_initial,u_deplacement,v_deplacement,magnitude,direction
1018.0,352.0,21.188232,-3.8479614,21.53481,-0.17965044
1090.0,354.0,21.725708,-5.971344,22.531385,-0.26822817
945.0,324.0,6.8862305,3.8676147,7.898013,0.5117395
1009.0,410.0,16.318848,-0.7593384,16.336504,-0.046497833
985.0,517.0,7.8045044,3.8649902,8.709101,0.45982078
912.0,284.0,10.241882,-9.513733,13.978815,-0.748557
1053.724,977.6778,0.5106201,3.1533813,3.1944556,1.410262
1048.7434,1013.6756,0.5308838,3.230957,3.2742817,1.4079399
1061.7163,967.6409,0.50476074,3.1548462,3.1949708,1.4121456
1080.739,975.6612,0.49890137,3.1430664,3.1824155,1.4133788
1075.7549,1010.6434,0.52575684,3.2318726,3.274358,1.4095303
1055.7372,1026.6772,0.5539551,3.248413,3.2953079,1.4018902
1130.7596,958.5313,0.5358887,3.1276855,3.1732624,1.4011068
1062.7521,1014.6612,0.5308838,3.2346191,3.2778955,1.4081211
1062.7488,1025.6707,0.54711914,3.2462158,3.2919989,1.4038249
1123.7509,968.5957,0.5317383,3.1259766,3.1708791,1.402306
1070.7106,966.6403,0.4970703,3.1452026,3.1842391,1.414052
1102.773,1010.5896,0.53063965,3.2495117,3.292553,1.4089268
1106.7474,970.6485,0.51538086,3.1207886,3.1630585,1.407129
916.8651,700.66693,-0.5853882,3.3232422,3.3744063,1.7451574
947.5088,698.8448,-0.121520996,3.1966553,3.1989644,1.608793
1056.7361,1036.6655,0.5784912,3.2531738,3.3042083,1.3948122
1088.7362,968.64996,0.49975586,3.1343994,3.1739905,1.4126849
1087.7603,1012.61255,0.52905273,3.2451782,3.2880204,1.4091907
1061.7698,1051.6683,0.55944824,3.2590332,3.3067024,1.4007925
1084.765,1028.6116,0.5584717,3.2695312,3.3168848,1.4016181
1106.784,1033.5903,0.57910156,3.2734375,3.3242671,1.3956987
1051.7334,1041.6721,0.5888672,3.2648926,3.3175726,1.3923514
1096.7283,967.6519,0.5091553,3.1225586,3.163797,1.4091617
1046.7412,1027.6902,0.55200195,3.2485352,3.2951005,1.4024807
1115.7445,961.5983,0.5181885,3.1287842,3.171405,1.4066664
1099.7737,1022.5958,0.539917,3.2575684,3.3020089,1.4065472
1074.7721,1043.6401,0.5675049,3.267334,3.316253,1.3988215
1047.7275,972.64404,0.49926758,3.1812744,3.2202137,1.4151266
1071.7571,1025.6587,0.5432129,3.2478027,3.292917,1.4050748
1109.561,718.9672,-0.79797363,2.5905151,2.7106328,1.8696098
958.36383,713.0033,0.038635254,3.0968628,3.0971038,1.5583214
1079.7312,968.6269,0.48962402,3.1642456,3.2019029,1.4172775
1110.7805,1020.5854,0.5404053,3.2661133,3.3105187,1.4068236
977.88654,447.38715,-5.7355957,3.76062,6.858522,2.5612464
986.54834,709.8117,-0.008483887,3.5007324,3.5007427,1.5732198
967.55676,711.88446,-0.054382324,3.1323853,3.1328573,1.5881559
1039.7078,975.68115,0.51953125,3.1593628,3.2017941,1.4078132
1083.762,1021.6218,0.5513916,3.2507324,3.2971644,1.4027748
1101.6996,411.6796,-11.040527,6.37619,12.749473,2.6178622
1118.7742,1011.54846,0.5449219,3.2737427,3.3187845,1.4058563
1091.7823,1042.6112,0.57458496,3.2731934,3.3232427,1.3970242
1068.7598,1034.659,0.56359863,3.2479248,3.2964616,1.3989815
937.5737,515.08575,-7.2973633,1.8717651,7.5335927,2.8905067
1130.2965,721.05975,-0.5307617,2.545166,2.5999188,1.7763871
967.63995,691.5796,-0.15356445,3.3880005,3.391479,1.6160913
1072.7316,973.66223,0.49890137,3.1364136,3.1758451,1.4130504
997.9757,422.92087,-2.7975464,4.1078186,4.9699535,2.1686769
1047.698,959.64087,0.5058594,3.1768188,3.216842,1.4128875
1083.7631,1042.6084,0.5800781,3.279541,3.3304474,1.3957292
916.2286,561.37775,-3.8208618,4.492981,5.897954,2.2755265
1053.757,1051.6783,0.572876,3.2642822,3.3141704,1.3970672
1062.7485,354.3752,-13.770508,10.832733,17.520702,2.4750378
1025.947,455.38608,-7.152466,3.7085876,8.056761,2.6632512
1035.692,959.6683,0.5062256,3.1744385,3.2145488,1.4126586
1042.7424,1051.6865,0.592041,3.2633057,3.316576,1.3913248
1055.0078,381.4632,-11.714233,7.5906067,13.95853,2.5666378
968.85846,479.42398,-5.701294,3.999237,6.964097,2.5298867
895.4917,327.28137,-4.9090576,1.2288208,5.0605183,2.8963156
1052.1222,442.74542,-8.2052,4.7297363,9.470782,2.618683
1011.17914,417.03125,-7.290039,5.5056458,9.135469,2.4947536
1038.7305,1022.68616,0.54125977,3.244995,3.289826,1.4055196
1099.7914,1035.5964,0.56970215,3.2678223,3.3171105,1.3981941
1083.7656,1049.6064,0.57702637,3.2868652,3.3371308,1.397012
958.2199,447.93268,-8.876282,3.8823853,9.688204,2.7292757
915.3901,259.56082,-36.897705,4.2277527,37.139126,3.0275097
1078.3677,384.47015,-12.625366,7.648529,14.761432,2.5969145
1174.5397,759.8908,-0.41845703,2.9309082,2.96063,1.7126118
952.6416,511.17447,-6.060425,2.0387878,6.3941693,2.8170757
1039.1882,348.15204,-14.182251,11.354492,18.167574,2.466478
1111.7257,348.02866,-13.669678,7.941284,15.808988,2.6153045
951.8862,327.8676,-5.990906,5.671356,8.249559,2.3835878
1025.3188,409.24066,-8.192688,5.164551,9.684665,2.5791302
992.8045,520.865,-5.031128,3.104309,5.9117665,2.588752
922.2419,274.48627,-17.559082,10.555969,20.487797,2.6003144
1054.2346,980.8312,0.7922363,1.888977,2.048383,1.1736788
1049.2743,1016.90656,0.8022461,1.9555664,2.1137264,1.181496
1062.2211,970.7958,0.8178711,1.9141235,2.0815334,1.1669941
1081.2379,978.80426,0.82580566,1.90625,2.077437,1.1619928
1076.2806,1013.87524,0.8149414,1.9741821,2.1357725,1.1793048
1056.2911,1029.9257,0.79541016,1.9454346,2.1017594,1.1826755
1131.2955,961.659,0.8355713,1.923706,2.0973375,1.1610287
1063.283,1017.8958,0.80285645,1.9695435,2.1268945,1.1837248
1063.2959,1028.9169,0.81726074,1.9569092,2.1207094,1.175186
1124.2826,971.7217,0.83532715,1.9280396,2.1012158,1.1619569
1071.2076,969.7855,0.8100586,1.9177246,2.081793,1.1711248
1103.3036,1013.8391,0.8302002,2.0011597,2.1665347,1.177546
1107.2628,973.7693,0.82263184,1.918396,2.0873349,1.165701
916.2797,703.9902,-1.4673462,2.3797607,2.7957766,2.123328
947.38727,702.04144,0.79681396,2.0253906,2.1764925,1.1959817
1057.3146,1039.9187,0.80444336,1.9621582,2.1206589,1.1817172
1089.236,971.78436,0.83374023,1.9144897,2.0881557,1.1600746
1088.2893,1015.8577,0.8084717,1.9932861,2.1510034,1.1854739
1062.3292,1054.9274,0.8282471,1.9569092,2.1249676,1.1704153
1085.3235,1031.8811,0.8251953,1.9674072,2.133457,1.1736505
1107.3632,1036.8638,0.81030273,1.9697266,2.1298857,1.1805197
1052.3223,1044.937,0.8078613,1.9508057,2.1114647,1.1781799
1097.2374,970.7745,0.8150635,1.9220581,2.0877347,1.1697241
1047.2932,1030.9387,0.8092041,1.9405518,2.102511,1.1757238
1116.2627,964.7271,0.83654785,1.9390869,2.1118405,1.1635062
1100.3136,1025.8534,0.82336426,1.9818115,2.1460443,1.1770334
1075.3396,1046.9075,0.8261719,1.9589844,2.1260715,1.1716946
1048.2268,975.8253,0.8165283,1.9125366,2.0795467,1.1672881
1072.3003,1028.9065,0.8253174,1.9611816,2.1277645,1.1724659
1108.7631,721.55774,-0.9970703,1.440918,1.7522539,2.176112
958.40247,716.10016,0.8434448,1.9925537,2.1637166,1.1703678
1080.2208,971.79114,0.83703613,1.9147339,2.0896976,1.1586752
1111.3209,1023.8515,0.82250977,1.9647827,2.1299984,1.1743366
972.15094,451.14777,-0.18743896,0.45251465,0.4897988,1.9634978
986.53986,713.31244,0.17993164,1.9395142,1.9478425,1.4782896
967.5024,715.01685,0.6420288,2.1774292,2.27011,1.2840651
1040.2273,978.8405,0.8071289,1.8929443,2.0578375,1.1677506
1084.3134,1024.8726,0.80981445,1.9667969,2.1269908,1.180208
1090.659,418.0558,-7.104004,5.929962,9.253719,2.4460275
1119.3191,1014.8222,0.81921387,1.9923706,2.1542172,1.1806933
1092.3569,1045.8844,0.8256836,1.9621582,2.1288068,1.1724852
1069.3234,1037.907,0.8326416,1.967041,2.136011,1.1703694
930.27637,516.9575,1.0170898,1.8217163,2.0864136,1.0615923
1129.7657,723.6049,-0.81030273,1.303894,1.5351646,2.1268375
967.4864,694.9676,0.58966064,2.432129,2.5025887,1.3329396
1073.2305,976.79865,0.82006836,1.8989258,2.0684369,1.1631304
995.17816,427.0287,-2.425171,2.34375,3.3726277,2.373266
1048.2039,962.8177,0.82177734,1.9120483,2.0811648,1.1648763
1084.3431,1045.888,0.82507324,1.9523926,2.1195712,1.1709636
912.4077,565.8707,-1.5839844,-0.61169434,1.6979918,-2.7730613
1054.3298,1054.9426,0.8354492,1.9534912,2.124642,1.1666665
1048.978,365.20795,-8.330566,8.290497,11.752901,2.3586051
1018.79456,459.09467,-3.1366577,4.1233826,5.180821,2.2211103
1036.1982,962.8427,0.8234863,1.8973389,2.0683386,1.161309
1043.3345,1054.9498,0.8041992,1.9683838,2.126328,1.182934
1043.2936,389.0538,-7.105835,5.362488,8.9022,2.495116
963.15717,483.42322,-0.3213501,0.8605652,0.91860676,1.9281789
890.58264,328.5102,0.085632324,5.9908752,5.991487,1.5565035
1043.917,447.47516,-5.555176,4.332794,7.045075,2.4791934
1003.8891,422.5369,-4.9452515,3.5485535,6.0866857,2.5191731
1039.2717,1025.9312,0.81103516,1.9567871,2.1182053,1.177876
1100.3611,1038.8643,0.81799316,1.9711914,2.1341763,1.1774484
1084.3427,1052.8933,0.8204346,1.9488525,2.1145067,1.1723326
949.3436,451.81506,-6.166382,-3.8395386,7.2640433,-2.5846803
878.4924,263.78857,-9.070251,2.682373,9.458572,2.8540552
1065.7423,392.11868,-7.505615,5.8502197,9.516267,2.479511
1174.1212,762.8217,-1.1063232,2.2902832,2.5434914,2.020793
946.5812,513.21326,0.39978027,1.748291,1.7934173,1.3459922
1025.006,359.50653,-8.022034,1.3583069,8.136217,2.9738615
1098.056,355.96994,-8.374512,7.023163,10.92965,2.4437335
945.8953,333.53897,0.18737793,1.3229675,1.3361713,1.4300976
1017.12616,414.4052,-5.6279907,3.687378,6.7283754,2.5615807
987.7734,523.9693,-0.020446777,3.4819946,3.4820547,1.5766684
904.6828,285.04224,-2.1687622,3.4945984,4.112876,2.1262283
1055.0269,982.72015,-0.48620605,1.2235718,1.3166337,1.9490302
1050.0765,1018.8621,-0.47668457,1.2355347,1.3243014,1.9390125
1063.039,972.7099,-0.48498535,1.223938,1.3165238,1.9480658
1082.0637,980.7105,-0.48791504,1.2188721,1.3129014,1.9515617
1077.0956,1015.8494,-0.4831543,1.2128906,1.305581,1.949879
1057.0865,1031.8711,-0.493042,1.2180176,1.3140233,1.9554256
1132.1311,963.5827,-0.5168457,1.2155762,1.3208916,1.9728243
1064.0858,1019.86536,-0.4786377,1.2157593,1.3065851,1.9458551
1064.1132,1030.8738,-0.4855957,1.2137451,1.3072797,1.951372
1125.1179,973.6497,-0.5164795,1.1894531,1.2967459,1.9804469
1072.0177,971.70325,-0.4942627,1.2120972,1.3089978,1.9579871
1104.1338,1015.8403,-0.5008545,1.1975098,1.2980311,1.966933
1108.0854,975.6877,-0.5164795,1.2094116,1.3150771,1.9744022
914.8124,706.36993,-1.6750488,1.6990967,2.3859417,2.3490674
948.1841,704.06683,-0.8452759,1.5288086,1.746925,2.0758622
1058.119,1041.8809,-0.5013428,1.2145996,1.3140002,1.9622574
1090.0697,973.69885,-0.49731445,1.213501,1.311452,1.9597377
1089.0978,1017.851,-0.5003662,1.2054443,1.3051676,1.9642421
1063.1575,1056.8843,-0.52233887,1.2019043,1.3105006,1.9807639
1086.1487,1033.8485,-0.49694824,1.2122803,1.3101835,1.9598323
1108.1735,1038.8335,-0.5131836,1.2224121,1.3257635,1.9682647
1053.1301,1046.8878,-0.49865723,1.2009277,1.3003409,1.9643599
1098.0525,972.69653,-0.51293945,1.222168,1.3254439,1.9681662
1048.1024,1032.8793,-0.48205566,1.2125244,1.3048345,1.9492006
1117.0992,966.6662,-0.5161133,1.2061768,1.3119586,1.9751139
1101.137,1027.8352,-0.5123291,1.2060547,1.3103622,1.9724956
1076.1658,1048.8665,-0.5118408,1.2061768,1.3102837,1.9721161
1049.0433,977.73785,-0.4741211,1.2133179,1.3026631,1.9433155
1073.1256,1030.8677,-0.4954834,1.213623,1.3108717,1.9584099
1107.766,722.99866,-1.9509277,1.0036621,2.193959,2.666449
959.2459,718.0927,-0.72058105,1.385498,1.5616791,2.050385
1081.0579,973.7059,-0.4937744,1.2216187,1.3176363,1.9549154
1112.1434,1025.8163,-0.5106201,1.2161865,1.3190309,1.9682997
971.9635,451.60028,-2.051941,5.876343,6.224296,1.9067464
986.7198,715.25195,-0.85388184,1.4763794,1.7055234,2.0951536
968.1444,717.1943,-0.84503174,1.5596313,1.7738458,2.0673337
1041.0344,980.73346,-0.47924805,1.2304077,1.3204476,1.9422213
1085.1232,1026.8394,-0.50146484,1.2183838,1.3175454,1.9612472
1083.555,423.98575,-10.536255,5.914978,12.083031,2.6300447
1120.1383,1016.8146,-0.51867676,1.2079468,1.3145953,1.976377
1093.1826,1047.8466,-0.5177002,1.2156982,1.3213385,1.9733833
1070.156,1039.874,-0.50512695,1.210083,1.3112795,1.9662391
931.29346,518.77924,-5.3150024,2.663269,5.944935,2.6770773
1128.9554,724.9088,-1.5686035,1.0137329,1.8676647,2.567848
968.07605,697.3997,-0.9108887,1.7296143,1.9548104,2.0555303
1074.0505,978.6976,-0.47485352,1.2337036,1.3219343,1.9382188
992.753,429.37244,-7.1522827,3.6680298,8.038009,2.66772
1049.0256,964.72974,-0.5004883,1.2106934,1.3100637,1.962792
1085.1682,1047.8403,-0.5159912,1.210083,1.3155029,1.9738605
910.8237,565.25903,-3.453064,3.9111328,5.2173376,2.2940724
1055.1653,1056.8961,-0.51171875,1.2003174,1.304844,1.9737841
1040.6475,373.49844,-12.878174,8.321167,15.332619,2.5679324
1015.6579,463.21805,-8.071899,3.4169006,8.765316,2.7411559
1037.0217,964.74005,-0.4946289,1.2281494,1.3240124,1.9536654
1044.1387,1056.9182,-0.51586914,1.1837158,1.2912413,1.9817832
1036.1877,394.4163,-11.519531,4.797699,12.4786825,2.7469573
962.8358,484.28378,-6.1844482,4.4160156,7.5992494,2.5214982
890.6683,334.50107,-2.3464355,15.073151,15.254692,1.7252268
1038.3618,451.80795,-9.233154,4.2240906,10.153525,2.712526
998.94385,426.08545,-8.911438,3.5970764,9.61003,2.7579463
1040.0828,1027.888,-0.47973633,1.2060547,1.2979656,1.9493816
1101.1791,1040.8354,-0.524292,1.2211914,1.328981,1.9763273
1085.1631,1054.8422,-0.52111816,1.2207031,1.327283,1.9742752
943.17725,447.97552,-1.720459,7.190613,7.393571,1.8056458
869.4221,266.47095,-15.481934,35.829468,39.031284,1.9786658
1058.2367,397.9689,-11.519287,7.477539,13.733447,2.5658278
1173.0149,765.112,-0.46728516,1.213562,1.3004185,1.9383509
946.98096,514.96155,-5.373413,2.4089355,5.8886786,2.720148
1016.98395,360.86484,-13.717529,11.856354,18.13129,2.4288428
1089.6815,362.9931,-11.998291,7.1947327,13.990109,2.601433
946.0827,334.86194,-1.6480103,4.469452,4.7636056,1.9240566
1011.49817,418.0926,-10.446716,3.3135376,10.959626,2.8344457
987.7529,527.4513,-4.8465576,2.890686,5.643154,2.603794
902.51404,288.53683,-10.84137,19.214417,22.061937,2.0844998
1054.5406,983.9437,-0.4498291,-0.16113281,0.47781795,-2.7976236
1049.5999,1020.09766,-0.47766113,-0.1873169,0.5130768,-2.767868
1062.554,973.93384,-0.44885254,-0.1630249,0.47754133,-2.7932038
1081.5758,981.9294,-0.4584961,-0.15008545,0.4824358,-2.8252432
1076.6124,1017.0623,-0.48449707,-0.17633057,0.5155869,-2.7925487
1056.5935,1033.0891,-0.48132324,-0.1821289,0.514629,-2.7798514
1131.6143,964.7983,-0.46081543,-0.12792969,0.47824353,-2.8707962
1063.6072,1021.0811,-0.4827881,-0.1798706,0.5152065,-2.7849572
1063.6276,1032.0875,-0.49597168,-0.17456055,0.52579397,-2.8031757
1124.6014,974.8392,-0.4456787,-0.13098145,0.46452734,-2.855749
1071.5234,972.91534,-0.44909668,-0.14447021,0.4717621,-2.8303568
1103.6329,1017.0378,-0.47058105,-0.18908691,0.5071493,-2.759522
1107.569,976.8971,-0.44848633,-0.12426758,0.46538416,-2.8712916
913.1373,708.06903,1.1195679,-1.7369995,2.0665429,-0.9982681
947.3388,705.59564,0.39526367,-1.6577148,1.7041866,-1.336728
1057.6177,1043.0955,-0.49572754,-0.18115234,0.5277897,-2.791241
1089.5724,974.91235,-0.45593262,-0.12988281,0.47407183,-2.8640711
1088.5974,1019.05646,-0.4691162,-0.18969727,0.5060188,-2.7573233
1062.6351,1058.0862,-0.5020752,-0.16259766,0.5277476,-2.8284001
1085.6517,1035.0608,-0.49316406,-0.1739502,0.5229431,-2.8024943
1107.6603,1040.0559,-0.4786377,-0.16992188,0.507905,-2.8004603
1052.6315,1048.0887,-0.50341797,-0.17565918,0.5331846,-2.8058686
1097.5396,973.9187,-0.4432373,-0.13555908,0.46350357,-2.844788
1047.6204,1034.0918,-0.4897461,-0.17834473,0.5212083,-2.7923615
1116.5831,967.8724,-0.44641113,-0.13555908,0.46653956,-2.8467777
1100.6246,1029.0413,-0.47436523,-0.1784668,0.50682616,-2.7817507
1075.6539,1050.0726,-0.501709,-0.1619873,0.5272113,-2.8292875
1048.5692,978.9512,-0.45983887,-0.17315674,0.4913604,-2.7814553
1072.6301,1032.0813,-0.49145508,-0.17675781,0.5222752,-2.7963362
1105.8151,724.0023,1.4284668,0.09881592,1.4318806,0.06906618
958.5253,719.4782,0.14605713,-0.92370605,0.9351821,-1.4139739
1080.5641,974.9275,-0.44995117,-0.14300537,0.47212985,-2.8338647
1111.6328,1027.0325,-0.4724121,-0.18139648,0.5060414,-2.774973
969.91156,457.47662,7.1412964,-0.72561646,7.1780663,-0.101260975
985.8659,716.72833,-0.09124756,-0.8076172,0.8127556,-1.6833029
967.2994,718.7539,0.22229004,-0.9406738,0.96658164,-1.3387439
1040.5552,981.96387,-0.44580078,-0.17736816,0.47978932,-2.762929
1084.6217,1028.0577,-0.4873047,-0.1829834,0.5205274,-2.7823827
1073.0188,429.90073,15.585083,-6.536255,16.900219,-0.39711082
1119.6196,1018.0225,-0.4584961,-0.17669678,0.49136588,-2.77375
1092.6649,1049.0623,-0.48181152,-0.16430664,0.509057,-2.8129416
1069.6509,1041.0841,-0.50439453,-0.17663574,0.53442866,-2.8047454
925.97845,521.4425,8.928589,1.467041,9.048309,0.16285315
1127.3868,725.92255,1.3400879,0.31811523,1.3773282,0.23306985
967.16516,699.12933,0.35217285,-1.4285889,1.4713572,-1.3290975
1073.5757,979.9313,-0.46289062,-0.15447998,0.4879875,-2.8194861
985.6007,433.04047,11.818848,-0.6633911,11.837452,-0.056071095
1048.5251,965.9404,-0.43139648,-0.17095947,0.4640367,-2.7642858
1084.6522,1049.0504,-0.4925537,-0.16186523,0.51846844,-2.824086
907.37067,569.17017,6.291382,-0.33117676,6.300092,-0.05259121
1054.6536,1058.0964,-0.49499512,-0.1673584,0.5225218,-2.8155572
1027.7693,381.8196,23.912354,-12.173279,26.832619,-0.47088447
1007.586,466.63495,9.85791,-1.5801086,9.983744,-0.15893646
1036.5271,965.9682,-0.44018555,-0.18200684,0.4763295,-2.749522
1043.6228,1058.1019,-0.5004883,-0.1694336,0.5283902,-2.8151665
1024.6682,399.214,19.547607,-8.307465,21.239655,-0.40185902
956.65137,488.6998,8.594788,0.04864502,8.594925,0.0056597674
888.32184,349.57422,12.474243,9.444244,15.646101,0.6480294
1029.1287,456.03204,12.230957,-3.5709229,12.741578,-0.28406236
990.0324,429.68253,12.256836,-1.9774475,12.415326,-0.15995595
1039.603,1029.094,-0.48388672,-0.18066406,0.51651317,-2.7842603
1100.6548,1042.0566,-0.47668457,-0.16577148,0.5046864,-2.8069155
1084.642,1056.0629,-0.4937744,-0.16357422,0.5201631,-2.8216975
941.4568,455.16614,30.71875,0.35546875,30.720806,0.011571202
853.9402,302.3004,50.616333,53.763092,73.840935,0.8155363
1046.7174,405.44644,21.515747,-11.575928,24.43214,-0.49359992
1172.5476,766.32556,1.8328857,0.06427002,1.8340122,0.035050575
941.60754,517.3705,7.798767,1.5012817,7.9419527,0.19017608
1003.2664,372.7212,24.857605,-10.796875,27.101162,-0.4097626
1077.6832,370.18784,21.068237,-8.231201,22.619091,-0.37245697
944.4347,339.3314,14.015808,3.0655823,14.347148,0.21533212
1001.05145,421.40613,15.083252,-3.3296204,15.446386,-0.2172651
982.9064,530.342,7.205139,2.5023193,7.627295,0.3342643
891.67267,307.75125,14.136353,31.457703,34.488018,1.148461
1054.0908,983.7826,-1.9405518,-2.208374,2.9398396,-2.2917318
1049.1222,1019.91034,-1.9686279,-2.1801758,2.9374585,-2.3052485
1062.1051,973.7708,-1.9353027,-2.208435,2.9364233,-2.2903752
1081.1173,981.7793,-1.9418945,-2.1610107,2.9053264,-2.30284
1076.1279,1016.886,-1.9587402,-2.1842651,2.9338844,-2.3018131
1056.1122,1032.907,-1.9694824,-2.1767578,2.9354959,-2.3062449
1131.1534,964.67035,-1.9163818,-2.1193237,2.8572807,-2.3059502
1063.1244,1020.90125,-1.9621582,-2.1784668,2.9318564,-2.3040013
1063.1316,1031.913,-1.9655762,-2.1705322,2.9282587,-2.306682
1124.1558,974.7082,-1.9367676,-2.0778809,2.840538,-2.3210595
1071.0743,972.7709,-1.9245605,-2.194458,2.9188318,-2.2907634
1103.1624,1016.8487,-1.9659424,-2.1517944,2.9146438,-2.3110905
1107.1205,976.7728,-1.9226074,-2.1173096,2.8599682,-2.308037
914.2569,706.33203,-0.24658203,-1.5905762,1.6095761,-1.7245989
947.7341,703.9379,-1.6478271,-1.3986816,2.161399,-2.4377935
1057.122,1042.9143,-1.9664307,-2.1888428,2.942428,-2.3027203
1089.1165,974.7825,-1.9143066,-2.1602173,2.886366,-2.2959144
1088.1283,1018.86676,-1.9678955,-2.1618042,2.923356,-2.3092742
1062.133,1057.9236,-1.9769287,-2.1843262,2.9461038,-2.3063955
1085.1586,1034.8868,-1.9725342,-2.1727295,2.9345603,-2.3079371
1107.1816,1039.886,-1.9942627,-2.143921,2.9280508,-2.320045
1052.128,1047.9131,-1.9632568,-2.1807861,2.9343152,-2.3037505
1097.0963,973.78314,-1.9230957,-2.142395,2.8789153,-2.302305
1047.1306,1033.9135,-1.9746094,-2.1793213,2.9408371,-2.3069527
1116.1367,967.7368,-1.925293,-2.1038208,2.851809,-2.311914
1100.1503,1028.8628,-1.9766846,-2.1462402,2.9178123,-2.3150926
1075.1522,1049.9106,-1.9588623,-2.171997,2.924844,-2.3046443
1048.1094,978.778,-1.9415283,-2.2283325,2.9555032,-2.2875223
1072.1387,1031.9045,-1.9748535,-2.170044,2.934133,-2.3091376
1107.2435,724.10114,-0.7225342,-1.7944336,1.9344373,-1.9535878
958.6714,718.5545,-1.5912476,-1.675354,2.3106015,-2.3304527
